SortOrder,GRM,ValueType,Al_pct_ICP60,Ca_pct_ICP60,Fe_pct_ICP60,K_pct_ICP60,Mg_pct_ICP60,P_pct_ICP60,S_pct_ICP60,Si_pct_ICP60,Ti_pct_ICP60,Ag_ppm_ICP60,As_ppm_ICP60,B_ppm_ICP60,Ba_ppm_ICP60,Be_ppm_ICP60,Bi_ppm_ICP60,Cd_ppm_ICP60,Ce_ppm_ICP60,Co_ppm_ICP60,Cr_ppm_ICP60,Cs_ppm_ICP60,Cu_ppm_ICP60,Dy_ppm_ICP60,Er_ppm_ICP60,Eu_ppm_ICP60,Ga_ppm_ICP60,Gd_ppm_ICP60,Ge_ppm_ICP60,Hf_ppm_ICP60,Ho_ppm_ICP60,In_ppm_ICP60,La_ppm_ICP60,Li_ppm_ICP60,Lu_ppm_ICP60,Mn_ppm_ICP60,Mo_ppm_ICP60,Nb_ppm_ICP60,Nd_ppm_ICP60,Ni_ppm_ICP60,Pb_ppm_ICP60,Pr_ppm_ICP60,Rb_ppm_ICP60,Re_ppm_ICP60,Sb_ppm_ICP60,Sc_ppm_ICP60,Se_ppm_ICP60,Sm_ppm_ICP60,Sn_ppm_ICP60,Sr_ppm_ICP60,Ta_ppm_ICP60,Tb_ppm_ICP60,Te_ppm_ICP60,Th_ppm_ICP60,Tl_ppm_ICP60,Tm_ppm_ICP60,U_ppm_ICP60,V_ppm_ICP60,W_ppm_ICP60,Y_ppm_ICP60,Yb_ppm_ICP60,Zn_ppm_ICP60,Zr_ppm_ICP60,Al_pct_AR,Ca_pct_AR,Fe_pct_AR,K_pct_AR,Mg_pct_AR,Na_pct_AR,S_pct_AR,Ti_pct_AR,Ag_ppm_AR,As_ppm_AR,Au_ppm_AR,B_ppm_AR,Ba_ppm_AR,Be_ppm_AR,Bi_ppm_AR,Cd_ppm_AR,Ce_ppm_AR,Co_ppm_AR,Cr_ppm_AR,Cs_ppm_AR,Cu_ppm_AR,Ga_ppm_AR,Ge_ppm_AR,Hf_ppm_AR,Hg_ppm_AR,In_ppm_AR,La_ppm_AR,Li_ppm_AR,Mn_ppm_AR,Mo_ppm_AR,Nb_ppm_AR,Ni_ppm_AR,P_ppm_AR,Pb_ppm_AR,Rb_ppm_AR,Re_ppm_AR,Sb_ppm_AR,Sc_ppm_AR,Se_ppm_AR,Sn_ppm_AR,Sr_ppm_AR,Ta_ppm_AR,Te_ppm_AR,Th_ppm_AR,Tl_ppm_AR,U_ppm_AR,V_ppm_AR,W_ppm_AR,Y_ppm_AR,Zn_ppm_AR,Zr_ppm_AR,Au_ppb_FA,Pd_ppb_FA,Pt_ppb_FA,Al2O3_pct_WDX,BaO_pct_WDX,CaO_pct_WDX,Cr2O3_pct_WDX,Fe2O3_pct_WDX,K2O_pct_WDX,LOI_pct_WDX,MgO_pct_WDX,MnO_pct_WDX,Na2O_pct_WDX,P2O5_pct_WDX,SiO2_pct_WDX,SrO_pct_WDX,TiO2_pct_WDX,V2O5_pct_WDX,F_pct_ISE,S_pct_IR,C_pct_IR,CO2_pct_CARB,CRBNT_pct_CARB,Hg_ppm_CVAAS,Organic_C_pct_C,Al2O3_pct_ICP16,Ba_ppm_ICP16,CaO_pct_ICP16,Cr2O3_pct_ICP16,Fe2O3_pct_ICP16,K2O_pct_ICP16,MgO_pct_ICP16,MnO_pct_ICP16,Na2O_pct_ICP16,P2O5_pct_ICP16,SiO2_pct_ICP16,Sr_ppm_ICP16,TiO2_pct_ICP16,V2O5_pct_ICP16,Au_ppm_FA_ORE,Pd_ppm_FA_ORE,Pt_ppm_FA_ORE,Ag_ppm_ICP42C,As_ppm_ICP42C,Be_ppm_ICP42C,Bi_ppm_ICP42C,Cd_ppm_ICP42C,Co_ppm_ICP42C,Cu_ppm_ICP42C,Li_ppm_ICP42C,Mo_ppm_ICP42C,Na_ppm_ICP42C,Ni_ppm_ICP42C,P_ppm_ICP42C,Pb_ppm_ICP42C,Sb_ppm_ICP42C,Se_ppm_ICP42C,Sn_ppm_ICP42C,Tl_ppm_ICP42C,Y_ppm_ICP42C,Zn_ppm_ICP42C,Ce_ppm_ICPREE,Dy_ppm_ICPREE,Er_ppm_ICPREE,Eu_ppm_ICPREE,Gd_ppm_ICPREE,Ho_ppm_ICPREE,La_ppm_ICPREE,Lu_ppm_ICPREE,Nd_ppm_ICPREE,Pr_ppm_ICPREE,Sm_ppm_ICPREE,Tb_ppm_ICPREE,Th_ppm_ICPREE,Tm_ppm_ICPREE,U_ppm_ICPREE,Yb_ppm_ICPREE,Co_pct_WDXRFBM,Cu_pct_WDXRFBM,Fe_pct_WDXRFBM,Ni_pct_WDXRFBM,Pb_pct_WDXRFBM,Zn_pct_WDXRFBM,Au_ppb_PGE,Ir_ppb_PGE,Pd_ppb_PGE,Pt_ppb_PGE,Re_ppb_PGE,Rh_ppb_PGE,Ru_ppb_PGE,Ag_ppb_H2O,Al_ppb_H2O,As_ppb_H2O,Au_ppb_H2O,B_ppb_H2O,Ba_ppb_H2O,Be_ppb_H2O,Bi_ppb_H2O,Ca_ppb_H2O,Cd_ppb_H2O,Ce_ppb_H2O,Co_ppb_H2O,Cr_ppb_H2O,Cs_ppb_H2O,Cu_ppb_H2O,Dy_ppb_H2O,Er_ppb_H2O,Eu_ppb_H2O,Fe_ppb_H2O,Ga_ppb_H2O,Gd_ppb_H2O,Ge_ppb_H2O,Hf_ppb_H2O,Hg_ppb_H2O,Ho_ppb_H2O,In_ppb_H2O,K_ppb_H2O,La_ppb_H2O,Li_ppb_H2O,Lu_ppb_H2O,Mg_ppb_H2O,Mn_ppb_H2O,Mo_ppb_H2O,Na_ppb_H2O,Nb_ppb_H2O,Nd_ppb_H2O,Ni_ppb_H2O,P_ppb_H2O,Pb_ppb_H2O,Pr_ppb_H2O,Rb_ppb_H2O,Re_ppb_H2O,S_ppb_H2O,Sb_ppb_H2O,Sc_ppb_H2O,Se_ppb_H2O,Si_ppb_H2O,Sm_ppb_H2O,Sn_ppb_H2O,Sr_ppb_H2O,Ta_ppb_H2O,Tb_ppb_H2O,Te_ppb_H2O,Th_ppb_H2O,Ti_ppb_H2O,Tl_ppb_H2O,Tm_ppb_H2O,U_ppb_H2O,V_ppb_H2O,W_ppb_H2O,Y_ppb_H2O,Yb_ppb_H2O,Zn_ppb_H2O,Zr_ppb_H2O,Ag_ppb_ICPH2O,Al_ppb_ICPH2O,As_ppb_ICPH2O,Au_ppb_ICPH2O,B_ppb_ICPH2O,Ba_ppb_ICPH2O,Be_ppb_ICPH2O,Bi_ppb_ICPH2O,Ca_ppb_ICPH2O,Cd_ppb_ICPH2O,Ce_ppb_ICPH2O,Co_ppb_ICPH2O,Cr_ppb_ICPH2O,Cs_ppb_ICPH2O,Cu_ppb_ICPH2O,Dy_ppb_ICPH2O,Er_ppb_ICPH2O,Eu_ppb_ICPH2O,Fe_ppb_ICPH2O,Ga_ppb_ICPH2O,Gd_ppb_ICPH2O,Ge_ppb_ICPH2O,Hf_ppb_ICPH2O,Hg_ppb_ICPH2O,Ho_ppb_ICPH2O,In_ppb_ICPH2O,K_ppb_ICPH2O,La_ppb_ICPH2O,Li_ppb_ICPH2O,Lu_ppb_ICPH2O,Mg_ppb_ICPH2O,Mn_ppb_ICPH2O,Mo_ppb_ICPH2O,Na_ppb_ICPH2O,Nb_ppb_ICPH2O,Nd_ppb_ICPH2O,Ni_ppb_ICPH2O,P_ppb_ICPH2O,Pb_ppb_ICPH2O,Pr_ppb_ICPH2O,Rb_ppb_ICPH2O,Re_ppb_ICPH2O,S_ppb_ICPH2O,Sb_ppb_ICPH2O,Sc_ppb_ICPH2O,Se_ppb_ICPH2O,Si_ppb_ICPH2O,Sm_ppb_ICPH2O,Sn_ppb_ICPH2O,Sr_ppb_ICPH2O,Ta_ppb_ICPH2O,Tb_ppb_ICPH2O,Te_ppb_ICPH2O,Th_ppb_ICPH2O,Ti_ppb_ICPH2O,Tl_ppb_ICPH2O,Tm_ppb_ICPH2O,U_ppb_ICPH2O,V_ppb_ICPH2O,W_ppb_ICPH2O,Y_ppb_ICPH2O,Yb_ppb_ICPH2O,Zn_ppb_ICPH2O,Zr_ppb_ICPH2O,Al_pct_ICP61,Ca_pct_ICP61,Fe_pct_ICP61,K_pct_ICP61,Mg_pct_ICP61,P_pct_ICP61,S_pct_ICP61,Si_pct_ICP61,Ti_pct_ICP61,Ag_ppm_ICP61,As_ppm_ICP61,B_ppm_ICP61,Ba_ppm_ICP61,Be_ppm_ICP61,Bi_ppm_ICP61,Cd_ppm_ICP61,Ce_ppm_ICP61,Co_ppm_ICP61,Cr_ppm_ICP61,Cs_ppm_ICP61,Cu_ppm_ICP61,Dy_ppm_ICP61,Er_ppm_ICP61,Eu_ppm_ICP61,Ga_ppm_ICP61,Gd_ppm_ICP61,Ge_ppm_ICP61,Hf_ppm_ICP61,Ho_ppm_ICP61,In_ppm_ICP61,La_ppm_ICP61,Li_ppm_ICP61,Lu_ppm_ICP61,Mn_ppm_ICP61,Mo_ppm_ICP61,Nb_ppm_ICP61,Nd_ppm_ICP61,Ni_ppm_ICP61,Pb_ppm_ICP61,Pr_ppm_ICP61,Rb_ppm_ICP61,Re_ppm_ICP61,Sb_ppm_ICP61,Sc_ppm_ICP61,Se_ppm_ICP61,Sm_ppm_ICP61,Sn_ppm_ICP61,Sr_ppm_ICP61,Ta_ppm_ICP61,Tb_ppm_ICP61,Te_ppm_ICP61,Th_ppm_ICP61,Tl_ppm_ICP61,Tm_ppm_ICP61,U_ppm_ICP61,V_ppm_ICP61,W_ppm_ICP61,Y_ppm_ICP61,Yb_ppm_ICP61,Zn_ppm_ICP61,Zr_ppm_ICP61
54,SBC-1,Mean,11,2.08,6.68,2.94,1.5,0.2,0.71,22.28,0.49,<1,30,76,782.9,<5,0.73,0.41,107.9,23.3,106.3,8.63,31.4,7.21,3.82,2.01,28.5,8.57,2,3.9,1.36,<0.2,51.7,172.6,0.6,1120,3.4,15.3,48.8,83.3,38.4,13.1,154,<0.02,1.1,19.4,<5,9.71,4,187.6,1,1.27,<1,16.5,1,0.59,5.97,215.3,1.9,36.4,3.6,194.1,130.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7,0.09,2.91,0.02,9.58,3.41,10.77,2.53,0.15,0.21,0.37,47.3,0.02,0.85,0.04,0.1,0.67,2.02,3.09,0.85,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2.08,6.68,2.94,1.5,0.2,0.71,22.28,0.49,<1,30,76,782.9,<5,0.73,0.41,107.9,23.3,106.3,8.63,31.4,7.21,3.82,2.01,28.5,8.57,2,3.9,1.36,<0.2,51.7,172.6,0.6,1120,3.4,15.3,48.8,83.3,38.4,13.1,154,<0.02,1.1,19.4,<5,9.71,4,187.6,1,1.27,<1,16.5,1,0.59,5.97,215.3,1.9,36.4,3.6,194.1,130.7
55,SCO-1,Preferred,7.25,1.87,3.59,2.3,1.64,0.09,0.06,29.36,0.38,,12,72,570,1.8,0.37,,62,11,68,,29,,,,15,,,,,,30,45,,410,1.4,11,26,27,31,6.6,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6,0.07,2.63,<0.01,5.2,2.73,9.07,2.74,0.05,0.89,0.21,62.3,0.01,0.59,0.03,,0.06,0.97,2.67,0.73,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.25,1.87,3.59,2.3,1.64,0.09,0.06,29.36,0.38,,12,72,570,1.8,0.37,,62,11,68,,29,,,,15,,,,,,30,45,,410,1.4,11,26,27,31,6.6,110,,,,,,,,,,,,,,,,,,,,
56,SCO-1,Mean,7.14,1.86,3.56,2.31,1.6,0.09,0.2,29.32,0.35,1.2,12.6,81,582,<5,0.4,0.23,57,11.6,71,7.87,30.8,4.13,2.35,1.12,17.1,4.77,2,4.8,0.81,<0.2,29.4,44.9,0.35,389,2.5,11.2,25.9,28.4,31.4,6.88,113,<0.02,2.5,12,6,5,3.4,170,0.8,0.71,<0.5,9.45,0.7,0.35,3.13,132,1.4,23.1,2.35,103,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6,0.07,2.55,0.01,5.11,2.7,9.05,2.73,0.05,0.91,0.2,61.8,0.01,0.59,0.02,,0.07,1,2.53,0.69,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.14,1.86,3.56,2.31,1.6,0.09,0.2,29.32,0.35,1.2,12.6,81,582,<5,0.4,0.23,57,11.6,71,7.87,30.8,4.13,2.35,1.12,17.1,4.77,2,4.8,0.81,<0.2,29.4,44.9,0.35,389,2.5,11.2,25.9,28.4,31.4,6.88,113,<0.02,2.5,12,6,5,3.4,170,0.8,0.71,<0.5,9.45,0.7,0.35,3.13,132,1.4,23.1,2.35,103,169
57,SCO-2,Preferred,6.95,2.82,3.25,2.03,1.72,0.08,0.68,28.92,0.34,<1,11.8,<10,580,<5,0.3,0.2,54.5,10.8,68,7.13,23.5,3.9,2.27,1.09,15.7,4.39,1.4,5,0.78,<0.2,28.4,38.2,0.34,333,<2,11.3,25,27.8,20.1,6.6,101,,0.9,11,<5,4.9,1.8,195,0.8,0.68,<0.5,9,0.7,0.34,3.2,117,1.4,23.1,2.21,97,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1,0.06,3.94,0.01,4.64,2.45,10.4,2.85,0.04,1.02,0.18,61.9,0.02,0.57,0.02,,0.68,1.03,2.72,0.74,,0.29,13.13,,3.94,0.01,4.64,2.45,2.85,0.04,1.02,0.18,61.87,,0.57,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.95,2.82,3.25,2.03,1.72,0.08,0.68,28.92,0.34,<1,11.8,<10,580,<5,0.3,0.2,54.5,10.8,68,7.13,23.5,3.9,2.27,1.09,15.7,4.39,1.4,5,0.78,<0.2,28.4,38.2,0.34,333,<2,11.3,25,27.8,20.1,6.6,101,,0.9,11,<5,4.9,1.8,195,0.8,0.68,<0.5,9,0.7,0.34,3.2,117,1.4,23.1,2.21,97,183
58,SCO-2,Mean,6.71,2.68,3.07,1.8,1.62,0.09,0.73,28.01,0.33,<1,<30,<10,544,<5,0.3,0.25,55,11.9,70,7.24,26.4,3.86,2.27,1.03,17.8,4.39,2,5,0.81,<0.2,29,40,0.35,300,<2,11.9,24.5,26.5,23.4,6.37,113,<0.02,1.1,11,,4.65,1.4,191,0.7,0.61,<1,9.01,0.7,0.32,3.52,115,1.9,22.9,2.19,100,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8,0.06,3.86,0.02,4.55,2.4,10.4,2.8,0.03,0.98,0.17,60.4,0.02,0.55,0.02,0.07,0.71,0.99,2.72,0.74,,0.25,12.79,,3.78,0.01,4.53,2.44,2.73,0.04,0.97,0.18,61.87,,0.55,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.71,2.68,3.07,1.8,1.62,0.09,0.73,28.01,0.33,<1,<30,<10,544,<5,0.3,0.25,55,11.9,70,7.24,26.4,3.86,2.27,1.03,17.8,4.39,2,5,0.81,<0.2,29,40,0.35,300,<2,11.9,24.5,26.5,23.4,6.37,113,<0.02,1.1,11,,4.65,1.4,191,0.7,0.61,<1,9.01,0.7,0.32,3.52,115,1.9,22.9,2.19,100,180
59,SDC-1,Preferred,8.36,1,4.42,2.72,1.02,0.07,,30.75,0.61,,0.22,13,630,3,,,93,18,64,4,30,6.7,4.1,1.7,21,7,,8.3,1.5,,42,34,,880,,21,40,38,25,,127,,0.54,17,,8.2,3,180,1.2,1.2,,12,0.7,0.65,3.1,102,0.8,,4,103,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8,0.07,1.4,0.01,6.32,3.28,,1.69,0.11,2.05,0.16,65.8,0.02,1.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.36,1,4.42,2.72,1.02,0.07,,30.75,0.61,,0.22,13,630,3,,,93,18,64,4,30,6.7,4.1,1.7,21,7,,8.3,1.5,,42,34,,880,,21,40,38,25,,127,,0.54,17,,8.2,3,180,1.2,1.2,,12,0.7,0.65,3.1,102,0.8,,4,103,290
60,SDC-1,Mean,8.2,1.05,4.82,2.8,1.01,0.07,0.06,>30,0.59,1,<5,41,658.5,<5,0.3,<0.2,86.75,18.1,67,4.15,32,6.67,4.26,1.66,24.5,7.31,2,8.5,1.42,<0.2,41.6,40.5,0.69,918.5,<2,17,42.45,40.5,24,11.19,126.5,<0.02,0.55,15,<5,8.15,3.5,186,1.1,1.1,0.5,11.75,0.6,0.65,2.88,98,1,36.95,4.2,107,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7,0.08,1.41,0.01,6.9,3.26,1.74,1.69,0.12,2.02,0.14,65.82,0.01,1,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,1.05,4.82,2.8,1.01,0.07,0.06,>30,0.59,1,<5,41,658.5,<5,0.3,<0.2,86.75,18.1,67,4.15,32,6.67,4.26,1.66,24.5,7.31,2,8.5,1.42,<0.2,41.6,40.5,0.69,918.5,<2,17,42.45,40.5,24,11.19,126.5,<0.02,0.55,15,<5,8.15,3.5,186,1.1,1.1,0.5,11.75,0.6,0.65,2.88,98,1,36.95,4.2,107,294
61,SDO-1,Preferred,6.49,0.75,6.53,2.78,0.93,0.03,5.35,23.04,0.43,,68.5,128,397,3.3,,,79.3,46.8,66,6.9,60.2,6,3.6,1.6,16.8,7.4,,4.7,1.2,,38.5,28.6,0.54,325,134,11.4,36.6,99.5,27.9,8.9,126,,,13,,7.7,3.7,75,1.1,1.2,,10.5,,0.45,48.8,160,,40.6,3.4,64,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,0.04,1.05,0.01,9.34,3.35,,1.54,0.04,0.38,0.11,49.3,0.01,0.71,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.49,0.75,6.53,2.78,0.93,0.03,5.35,23.04,0.43,,68.5,128,397,3.3,,,79.3,46.8,66,6.9,60.2,6,3.6,1.6,16.8,7.4,,4.7,1.2,,38.5,28.6,0.54,325,134,11.4,36.6,99.5,27.9,8.9,126,,,13,,7.7,3.7,75,1.1,1.2,,10.5,,0.45,48.8,160,,40.6,3.4,64,165
62,SDO-1,Mean,6.19,0.76,6.28,2.7,0.87,0.05,2.68,22.29,0.4,1,65.8,115,389,<5,0.31,0.37,72,46.4,63,6.32,56,6.66,3.7,1.55,16.7,7.6,2,4.6,1.31,<0.2,35.6,31.4,0.5,299,151,11.8,35,91.7,27.1,8.92,121,0.08,4.4,12,8,7.27,2.9,77,0.8,1.13,0.7,9.67,5.8,0.53,45.4,157,1.6,39.6,3.43,60,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0.05,1.04,0.02,9.18,3.23,22.5,1.51,0.04,0.34,0.1,48,0.01,0.68,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.19,0.76,6.28,2.7,0.87,0.05,2.68,22.29,0.4,1,65.8,115,389,<5,0.31,0.37,72,46.4,63,6.32,56,6.66,3.7,1.55,16.7,7.6,2,4.6,1.31,<0.2,35.6,31.4,0.5,299,151,11.8,35,91.7,27.1,8.92,121,0.08,4.4,12,8,7.27,2.9,77,0.8,1.13,0.7,9.67,5.8,0.53,45.4,157,1.6,39.6,3.43,60,163
63,SGR-1,Preferred,3.45,5.99,2.12,1.38,2.68,0.14,1.53,13.18,0.15,<1,67,54,290,<5,0.8,0.9,36,12,30,5.2,66,1.9,1.1,0.56,12,2,2,1.4,0.4,<0.2,20,147,0.15,267,35,5.2,16,29,38,3.87,79.6,,3.4,<5,3.5,2.7,1.9,420,<0.5,0.29,<0.5,4.8,0.57,0.17,5.4,130,2.6,13,0.94,74,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.52,0.03,8.38,<0.01,3.03,1.66,42.98,4.44,0.03,2.99,0.33,28.2,0.05,0.25,0.02,0.2,1.53,,11.58,3.16,0.3,24.8,6.52,,8.38,<0.01,3.03,1.66,4.44,0.03,2.99,0.33,28.2,,0.25,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45,5.99,2.12,1.38,2.68,0.14,1.53,13.18,0.15,<1,67,54,290,<5,0.8,0.9,36,12,30,5.2,66,1.9,1.1,0.56,12,2,2,1.4,0.4,<0.2,20,147,0.15,267,35,5.2,16,29,38,3.87,79.6,,3.4,<5,3.5,2.7,1.9,420,<0.5,0.29,<0.5,4.8,0.57,0.17,5.4,130,2.6,13,0.94,74,53
64,SGR-1,Mean,3.42,5.69,2.04,1.37,2.56,0.12,1.53,13.12,0.14,<1,61.9,52.1,270.84,<5,0.83,1.03,33.42,11.62,31.29,5.16,66.61,1.72,0.96,0.46,8.58,1.99,1.9,1.06,0.33,<0.2,18.07,132.74,0.15,238,35.42,5.74,13.84,32.26,43.55,3.94,81.1,0.03,3.52,<5,<5,2.44,2,383,<0.5,0.29,<1,4.72,0.57,0.15,5.25,120.19,2.94,9.62,0.94,75.23,42.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.41,0.03,8.15,<0.01,2.86,1.6,42.06,4.33,0.04,2.99,0.29,28.28,0.04,0.24,0.03,0.15,1.5,,9.18,2.51,0.2,27.21,6.42,,8.24,<0.01,2.95,1.6,4.34,0.03,3,0.27,28.2,,0.24,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42,5.69,2.04,1.37,2.56,0.12,1.53,13.12,0.14,<1,61.9,52.1,270.84,<5,0.83,1.03,33.42,11.62,31.29,5.16,66.61,1.72,0.96,0.46,8.58,1.99,1.9,1.06,0.33,<0.2,18.07,132.74,0.15,238,35.42,5.74,13.84,32.26,43.55,3.94,81.1,0.03,3.52,<5,<5,2.44,2,383,<0.5,0.29,<1,4.72,0.57,0.15,5.25,120.19,2.94,9.62,0.94,75.23,42.25
65,ShBOQ-1,Preferred,2.12,23.6,1.13,0.28,0.25,0.04,,11.75,0.1,,15.1,,73,<5,0.24,2.02,24.8,6.35,29.65,3.1,33.8,1.67,0.97,0.45,6.28,1.95,,1.2,0.34,,13.5,24.1,0.15,86,47.8,5.6,11,74.9,6.05,2.94,17,,3.3,<5,,2.1,,1017,<0.5,0.29,,2.74,2.7,0.15,9,419,,9.6,0.98,98,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,32.95,,1.61,0.34,31.6,0.42,0.01,,0.1,25.1,0.02,0.18,,,1.7,11.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12,23.6,1.13,0.28,0.25,0.04,,11.75,0.1,,15.1,,73,<5,0.24,2.02,24.8,6.35,29.65,3.1,33.8,1.67,0.97,0.45,6.28,1.95,,1.2,0.34,,13.5,24.1,0.15,86,47.8,5.6,11,74.9,6.05,2.94,17,,3.3,<5,,2.1,,1017,<0.5,0.29,,2.74,2.7,0.15,9,419,,9.6,0.98,98,53
